Factura,Producto,Cantidad
I000932,Producto 5,10
I000933,Producto 1,14
I000933,Producto 2,10
I000933,Producto 3,9
I000933,Producto 4,11
I000933,Producto 5,9
I000934,Producto 1,6
I000934,Producto 2,5
I000934,Producto 3,9
I000934,Producto 4,9
I000934,Producto 5,15
I000935,Producto 1,20
I000935,Producto 2,7
I000935,Producto 3,13
I000935,Producto 4,8
I000935,Producto 5,11
I000936,Producto 1,15
I000936,Producto 2,4
I000936,Producto 3,8
I000936,Producto 4,16
I000936,Producto 5,17
I000937,Producto 1,19
I000937,Producto 2,4
I000937,Producto 3,4
I000937,Producto 4,17
I000937,Producto 5,14
I000938,Producto 1,17
I000938,Producto 2,6
I000938,Producto 3,5
I000938,Producto 4,7
I000938,Producto 5,10
I000939,Producto 1,19
I000939,Producto 2,9
I000939,Producto 3,7
I000939,Producto 4,16
I000939,Producto 5,15
I000940,Producto 1,14
I000940,Producto 2,7
I000940,Producto 3,4
I000940,Producto 4,13
I000940,Producto 5,14
I000941,Producto 1,18
I000941,Producto 2,5
I000941,Producto 3,7
I000941,Producto 4,10
I000941,Producto 5,8
I000942,Producto 1,16
I000942,Producto 2,2
I000942,Producto 3,9
I000942,Producto 4,11
I000942,Producto 5,12
I000943,Producto 1,13
I000943,Producto 2,4
I000943,Producto 3,8
I000943,Producto 4,11
I000943,Producto 5,13
I000944,Producto 1,10
I000944,Producto 2,9
I000944,Producto 3,12
I000944,Producto 4,9
I000944,Producto 5,7
I000945,Producto 1,11
I000945,Producto 2,5
I000945,Producto 3,9
I000945,Producto 4,10
I000945,Producto 5,15
I000946,Producto 1,15
I000946,Producto 2,2
I000946,Producto 3,11
I000946,Producto 4,19
I000946,Producto 5,12
I000947,Producto 1,13
I000947,Producto 2,3
I000947,Producto 3,6
I000947,Producto 4,16
I000947,Producto 5,11
I000948,Producto 1,15
I000948,Producto 2,2
I000948,Producto 3,8
I000948,Producto 4,11
I000948,Producto 5,7
I000949,Producto 1,11
I000949,Producto 2,5
I000949,Producto 3,5
I000949,Producto 4,12
I000949,Producto 5,10
I000950,Producto 1,12
I000950,Producto 2,2
I000950,Producto 3,4
I000950,Producto 4,7
I000950,Producto 5,10
